,id,name,is_closed,url,review_count,categories,rating,latitude,longitude,address1,address2,address3,city,state,zip_code,price
0,YVERvPBMurED_1yWtigJQw,Salt Kitchen & Bar,False,https://www.yelp.com/biz/salt-kitchen-and-bar-ship-bottom?adjust_creative=4eucNo6rT7PNhkEzgMEKJQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4eucNo6rT7PNhkEzgMEKJQ,72,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.0,39.6527240135516,-74.1827478672119,350 W 8th St,,,Ship Bottom,NJ,08008,
1,uMNgVdpOI22QFTkxaVo9sA,The Beach House Restaurant,False,https://www.yelp.com/biz/the-beach-house-restaurant-beach-haven-terrace?adjust_creative=4eucNo6rT7PNhkEzgMEKJQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4eucNo6rT7PNhkEzgMEKJQ,101,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,39.585813,-74.223744,13015 Long Beach Blvd,,,Beach Haven Terrace,NJ,08008,$$$
2,uBMQXMgvK1iVdmS4CglCKA,Ship Bottom Shellfish,False,https://www.yelp.com/biz/ship-bottom-shellfish-ship-bottom?adjust_creative=4eucNo6rT7PNhkEzgMEKJQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4eucNo6rT7PNhkEzgMEKJQ,294,"[{'alias': 'seafood', 'title': 'Seafood'}]",4.0,39.6443336,-74.1802819,1721 Long Beach Blvd,,,Ship Bottom,NJ,08008,$$
3,QKhSd92X3EF8fComzbA45w,The Chicken or the Egg,False,https://www.yelp.com/biz/the-chicken-or-the-egg-beach-haven?adjust_creative=4eucNo6rT7PNhkEzgMEKJQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4eucNo6rT7PNhkEzgMEKJQ,912,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.5,39.5646712,-74.2389658,207 N Bay Ave,,,Beach Haven,NJ,08008,$$
4,fstH18hKRdg5LLtocV8G_A,The Arlington,False,https://www.yelp.com/biz/the-arlington-ship-bottom?adjust_creative=4eucNo6rT7PNhkEzgMEKJQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4eucNo6rT7PNhkEzgMEKJQ,344,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'seafood', 'title': 'Seafood'}]",3.5,39.6464704060192,-74.1779790620256,1302 Long Beach Blvd,,,Ship Bottom,NJ,08008,$$$
5,Sag_fxcfHYQz50DMZIYAmw,The Local Market & Kitchen,False,https://www.yelp.com/biz/the-local-market-and-kitchen-ship-bottom?adjust_creative=4eucNo6rT7PNhkEzgMEKJQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4eucNo6rT7PNhkEzgMEKJQ,147,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,39.6513692696299,-74.1755733266473,604 Central Ave,,,Ship Bottom,NJ,08008,$$
6,eDWwN2p9cZWXR_GBns8uHA,Daddy O Restaurant,False,https://www.yelp.com/biz/daddy-o-restaurant-brant-beach-2?adjust_creative=4eucNo6rT7PNhkEzgMEKJQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4eucNo6rT7PNhkEzgMEKJQ,247,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'bars', 'title': 'Bars'}]",3.5,39.6299571,-74.1908815,4401 Long Beach Blvd,,,Brant Beach,NJ,08008,$$
7,M0FYV4q2MnTYedsRIx5Qyw,Parker's Garage & Oyster Saloon,False,https://www.yelp.com/biz/parkers-garage-and-oyster-saloon-beach-haven?adjust_creative=4eucNo6rT7PNhkEzgMEKJQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4eucNo6rT7PNhkEzgMEKJQ,248,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,39.56623,-74.2447,116 Northwest Ave,,,Beach Haven,NJ,08008,$$$
8,7qcFKPnWDmkdgLx5V7qpyg,Russo's Italian Restaurant,False,https://www.yelp.com/biz/russos-italian-restaurant-ship-bottom?adjust_creative=4eucNo6rT7PNhkEzgMEKJQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4eucNo6rT7PNhkEzgMEKJQ,55,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'desserts', 'title': 'Desserts'}]",4.0,39.645941,-74.179031,1415 Long Beach Blvd,,,Ship Bottom,NJ,08008,$$
9,-2iJ2MJ2z2aZwXmeoKDrog,La Bamba Mexican Restaurant,False,https://www.yelp.com/biz/la-bamba-mexican-restaurant-brant-beach?adjust_creative=4eucNo6rT7PNhkEzgMEKJQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4eucNo6rT7PNhkEzgMEKJQ,131,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'latin', 'title': 'Latin American'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.0,39.63573,-74.18714,3200 Long Beach Blvd,,,Brant Beach,NJ,08008,$$
10,leekZ2KbfEJBsY8zMshvKQ,Pinky Shrimp's Seafood Co,False,https://www.yelp.com/biz/pinky-shrimps-seafood-co-long-bch-twp?adjust_creative=4eucNo6rT7PNhkEzgMEKJQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4eucNo6rT7PNhkEzgMEKJQ,184,"[{'alias': 'seafood', 'title': 'Seafood'}]",4.0,39.60896,-74.20549,8211 Long Beach Blvd,,,Long Bch Twp,NJ,08008,$$
11,ZGexSoY56zXVp4_amwfTNA,Biggy's Beach Grill,False,https://www.yelp.com/biz/biggys-beach-grill-beach-haven-2?adjust_creative=4eucNo6rT7PNhkEzgMEKJQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4eucNo6rT7PNhkEzgMEKJQ,154,"[{'alias': 'caribbean', 'title': 'Caribbean'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.5,39.5718689,-74.2338028,1301 Long Beach Blvd,,,Beach Haven,NJ,08008,$$
12,dY_xghW5iUJWIShdUN1qRA,Sand Box Café,False,https://www.yelp.com/biz/sand-box-caf%C3%A9-ship-bottom?adjust_creative=4eucNo6rT7PNhkEzgMEKJQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4eucNo6rT7PNhkEzgMEKJQ,129,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,39.6385959,-74.184517,2604 Long Beach Blvd,,,Ship Bottom,NJ,08008,$$
13,oFlnehaQZ66jyL2rZRtllA,Dune 18,False,https://www.yelp.com/biz/dune-18-ship-bottom?adjust_creative=4eucNo6rT7PNhkEzgMEKJQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4eucNo6rT7PNhkEzgMEKJQ,16,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.0,39.6426396003011,-74.180874232748,1916 Long Beach Blvd,,,Ship Bottom,NJ,08008,
14,fIhuS8SCl9WUO_zLRorhWw,Shore Fire Grille,False,https://www.yelp.com/biz/shore-fire-grille-surf-city?adjust_creative=4eucNo6rT7PNhkEzgMEKJQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4eucNo6rT7PNhkEzgMEKJQ,182,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.0,39.6657812720214,-74.1623929299645,1718 Long Beach Blvd,,,Surf City,NJ,08008,$$
15,UDiH3OZVubIA0gQNd9sRkQ,Angelina’s Cucina Costa,False,https://www.yelp.com/biz/angelina-s-cucina-costa-long-beach-township?adjust_creative=4eucNo6rT7PNhkEzgMEKJQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4eucNo6rT7PNhkEzgMEKJQ,37,"[{'alias': 'italian', 'title': 'Italian'}]",4.0,39.60679,-74.20716,8701 Long Beach Blvd,,,Long Beach Township,NJ,08008,
16,kkZBWhJXzMIox75wiy4OWQ,Wally's,False,https://www.yelp.com/biz/wallys-surf-city?adjust_creative=4eucNo6rT7PNhkEzgMEKJQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4eucNo6rT7PNhkEzgMEKJQ,210,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'wraps', 'title': 'Wraps'}]",4.0,39.65948,-74.167299,712 Long Beach Blvd,,,Surf City,NJ,08008,$$
17,bsr8nTLsgHTZIS2KyVl9pw,Blue Water Cafe,False,https://www.yelp.com/biz/blue-water-cafe-haven-beach?adjust_creative=4eucNo6rT7PNhkEzgMEKJQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4eucNo6rT7PNhkEzgMEKJQ,197,"[{'alias': 'seafood', 'title': 'Seafood'}]",3.5,39.5953725,-74.2166696,11205 Long Beach Blvd,,,Haven Beach,NJ,08008,$$
18,a3p7lTizwcPG5Gs9DqldRQ,Scojo's,False,https://www.yelp.com/biz/scojos-surf-city?adjust_creative=4eucNo6rT7PNhkEzgMEKJQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4eucNo6rT7PNhkEzgMEKJQ,272,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.0,39.6569599107482,-74.1701480936454,307 N Long Beach Blvd,,,Surf City,NJ,08008,$$
19,WLWuB3J8e1LHhf1iQaHkLg,MKT Eatery,False,https://www.yelp.com/biz/mkt-eatery-surf-city?adjust_creative=4eucNo6rT7PNhkEzgMEKJQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4eucNo6rT7PNhkEzgMEKJQ,55,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,39.6586,-74.167966,600 Long Beach Blvd,,,Surf City,NJ,08008,$$
20,b_54ZWIgFR9yDse25KFjNA,Delaware Avenue Oyster House & Bar,False,https://www.yelp.com/biz/delaware-avenue-oyster-house-and-bar-beach-haven?adjust_creative=4eucNo6rT7PNhkEzgMEKJQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4eucNo6rT7PNhkEzgMEKJQ,143,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,39.58479,-74.22451,13211 Long Beach Blvd,,,Beach Haven,NJ,08008,$$
21,6q8u6nQcSIB6vRrOfE4BYA,Black Eyed Susans,False,https://www.yelp.com/biz/black-eyed-susans-harvey-cedars?adjust_creative=4eucNo6rT7PNhkEzgMEKJQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4eucNo6rT7PNhkEzgMEKJQ,169,"[{'alias': 'newamerican', 'title': 'American (New)'}]",4.0,39.707153,-74.1341736,7908 Long Beach Blvd,,,Harvey Cedars,NJ,08008,$$$
22,0c97fEBM4A6Sx9mqBeozUg,Bird & Betty’s,False,https://www.yelp.com/biz/bird-and-betty-s-beach-haven?adjust_creative=4eucNo6rT7PNhkEzgMEKJQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4eucNo6rT7PNhkEzgMEKJQ,99,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",3.5,39.566462,-74.244373,529 Dock Rd,,,Beach Haven,NJ,08008,$$
23,WCTJFwg5vPqwwzo-21v8pQ,The Old Causeway Steak & Oyster House,False,https://www.yelp.com/biz/the-old-causeway-steak-and-oyster-house-stafford-township?adjust_creative=4eucNo6rT7PNhkEzgMEKJQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4eucNo6rT7PNhkEzgMEKJQ,391,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'steak', 'title': 'Steakhouses'}]",4.0,39.6739616394043,-74.2207641601562,1201 E Bay Ave,,,Stafford Township,NJ,08050,$$
24,yEGeeMQT4rr5wykcaCxasw,Raimondo's,False,https://www.yelp.com/biz/raimondos-ship-bottom?adjust_creative=4eucNo6rT7PNhkEzgMEKJQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4eucNo6rT7PNhkEzgMEKJQ,117,"[{'alias': 'italian', 'title': 'Italian'}]",3.5,39.648034515644,-74.177380771998,1101 Long Beach Blvd,,,Ship Bottom,NJ,08008,$$$
25,GFT8naCQD--kROU-34m8UA,Tuckers Tavern,False,https://www.yelp.com/biz/tuckers-tavern-beach-haven-5?adjust_creative=4eucNo6rT7PNhkEzgMEKJQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4eucNo6rT7PNhkEzgMEKJQ,297,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'bars', 'title': 'Bars'}]",3.5,39.564683,-74.2454489,101 S West Ave,,,Beach Haven,NJ,08008,$$
26,xzwWMJIUsnQ31HBRpLa9IA,Smokey's Bar-B-Q,False,https://www.yelp.com/biz/smokeys-bar-b-q-surf-city?adjust_creative=4eucNo6rT7PNhkEzgMEKJQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4eucNo6rT7PNhkEzgMEKJQ,38,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.5,39.66549,-74.16266,1700 Long Beach Blvd,,,Surf City,NJ,08008,$
27,JrukXlFWLBEkWJSR1pcBPQ,Mud City Crab House,False,https://www.yelp.com/biz/mud-city-crab-house-manahawkin?adjust_creative=4eucNo6rT7PNhkEzgMEKJQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4eucNo6rT7PNhkEzgMEKJQ,384,"[{'alias': 'seafood', 'title': 'Seafood'}]",4.0,39.6745693227362,-74.2210310575877,1185 E Bay Ave,,,Manahawkin,NJ,08050,$$
28,sh9CsL8EnbPAlVtkm0ibBQ,Terrace Tavern,False,https://www.yelp.com/biz/terrace-tavern-beach-haven-2?adjust_creative=4eucNo6rT7PNhkEzgMEKJQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4eucNo6rT7PNhkEzgMEKJQ,180,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'seafood', 'title': 'Seafood'}]",3.5,39.5850306452029,-74.2245248216639,13201 Long Beach Blvd,,,Beach Haven,NJ,08008,$$
29,8vt-Kgdhnz07aFCV_5GVQQ,Island Market,False,https://www.yelp.com/biz/island-market-long-beach-township?adjust_creative=4eucNo6rT7PNhkEzgMEKJQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4eucNo6rT7PNhkEzgMEKJQ,5,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'bagels', 'title': 'Bagels'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,39.62274,-74.1957,5715 Long Beach Blvd,,,Long Beach Township,NJ,08008,
30,S2V8yGAfLPuCCsFS_b1D-g,Harvey Cedars Shellfish,False,https://www.yelp.com/biz/harvey-cedars-shellfish-harvey-cedars-2?adjust_creative=4eucNo6rT7PNhkEzgMEKJQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4eucNo6rT7PNhkEzgMEKJQ,100,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,39.70693,-74.13423,7904 Long Beach Blvd,,,Harvey Cedars,NJ,08008,$$
31,rnVZAnh3Lkpbm9zDuOe0-Q,Zen Sushi Asian Cuisine,False,https://www.yelp.com/biz/zen-sushi-asian-cuisine-ship-bottom?adjust_creative=4eucNo6rT7PNhkEzgMEKJQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4eucNo6rT7PNhkEzgMEKJQ,95,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4.0,39.64672167,-74.17761167,1220 Long Beach Blvd,,,Ship Bottom,NJ,08008,$$
32,nigQeMBVaBVWeh3BHV76AQ,Speakeasy Pizzeria & Restaurant,False,https://www.yelp.com/biz/speakeasy-pizzeria-and-restaurant-ship-bottom?adjust_creative=4eucNo6rT7PNhkEzgMEKJQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4eucNo6rT7PNhkEzgMEKJQ,53,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",4.0,39.6465695,-74.1780751,1318 Long Beach Blvd,,,Ship Bottom,NJ,08008,$
33,Nf7EjiksQ9Gv3c5OuIzk7A,Surf City Fishery,False,https://www.yelp.com/biz/surf-city-fishery-ship-bottom?adjust_creative=4eucNo6rT7PNhkEzgMEKJQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4eucNo6rT7PNhkEzgMEKJQ,21,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'seafoodmarkets', 'title': 'Seafood Markets'}]",4.0,39.6485006848126,-74.1761773444832,902 Long Beach Blvd,,,Ship Bottom,NJ,08008,$$
34,b7UE6VGuu6GX_QYUO6l-9w,Woodies Drive-In,False,https://www.yelp.com/biz/woodies-drive-in-ship-bottom-4?adjust_creative=4eucNo6rT7PNhkEzgMEKJQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4eucNo6rT7PNhkEzgMEKJQ,109,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,39.6516865,-74.1742741,509 Long Beach Blvd,,,Ship Bottom,NJ,08008,$$
35,K2umTPWNH5jYPQTCg3Gl6w,Triton Craft Beer & Oyster Bar,False,https://www.yelp.com/biz/triton-craft-beer-and-oyster-bar-beach-haven?adjust_creative=4eucNo6rT7PNhkEzgMEKJQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4eucNo6rT7PNhkEzgMEKJQ,110,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",4.0,39.56363,-74.24067,308 Centre St,,,Beach Haven,NJ,08008,$$
36,j-uv25gGbwnjYrZv_vLKQw,Maristella’s Luncheonette,False,https://www.yelp.com/biz/maristella-s-luncheonette-ship-bottom?adjust_creative=4eucNo6rT7PNhkEzgMEKJQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4eucNo6rT7PNhkEzgMEKJQ,6,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.5,39.64925017,-74.17555433,816 Long Beach Blvd,Ste 9,,Ship Bottom,NJ,08008,
37,IJoRbWND6-TwLfUvKnLd-w,The Sandbox Café,False,https://www.yelp.com/biz/the-sandbox-caf%C3%A9-surf-city?adjust_creative=4eucNo6rT7PNhkEzgMEKJQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4eucNo6rT7PNhkEzgMEKJQ,81,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,39.63853317,-74.18456483,2604 Long Beach Blvd,,,Surf City,NJ,08008,$$
38,1Hn6FjX9XRsL7U3BiwSe_g,Port Hole Cafe,False,https://www.yelp.com/biz/port-hole-cafe-ship-bottom?adjust_creative=4eucNo6rT7PNhkEzgMEKJQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4eucNo6rT7PNhkEzgMEKJQ,49,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,39.6444179963157,-74.1796769924388,1620 Long Beach Blvd,,,Ship Bottom,NJ,08008,$$
39,KextXpIYj3sS2aY1EFgpAA,Manera's Restaurant,False,https://www.yelp.com/biz/maneras-restaurant-manahawkin?adjust_creative=4eucNo6rT7PNhkEzgMEKJQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4eucNo6rT7PNhkEzgMEKJQ,150,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'steak', 'title': 'Steakhouses'}]",4.5,39.687491225248614,-74.252745,291 Rte 72 E,,,Manahawkin,NJ,08050,$$
40,8is2kQeNUEo0ji1voYAFyQ,Howard's Seafood Restaurant,False,https://www.yelp.com/biz/howards-seafood-restaurant-beach-haven-gardens?adjust_creative=4eucNo6rT7PNhkEzgMEKJQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4eucNo6rT7PNhkEzgMEKJQ,128,"[{'alias': 'seafood', 'title': 'Seafood'}]",4.0,39.584017,-74.226006,33rd & Baltic Ave,,,Beach Haven Gardens,NJ,08008,$$$
41,hqO8TFWlbPg2RiC9YPRwjA,Carmen's Unique Beach Cuisine,False,https://www.yelp.com/biz/carmens-unique-beach-cuisine-beach-haven?adjust_creative=4eucNo6rT7PNhkEzgMEKJQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4eucNo6rT7PNhkEzgMEKJQ,92,"[{'alias': 'seafood', 'title': 'Seafood'}]",4.0,39.5641432,-74.2399039,122 N Bay Ave,,,Beach Haven,NJ,08008,$$$
42,jGlmKdhwYGkoktU2tg6pPA,Black Whale Bar & Fish House,False,https://www.yelp.com/biz/black-whale-bar-and-fish-house-beach-haven?adjust_creative=4eucNo6rT7PNhkEzgMEKJQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4eucNo6rT7PNhkEzgMEKJQ,250,"[{'alias': 'seafood', 'title': 'Seafood'}]",3.5,39.5656776428223,-74.2434921264648,100 N Pennsylvania Ave,,,Beach Haven,NJ,08008,$$$
43,ibW5Nr0BOvD3wJwqgqYP_Q,El Swell,False,https://www.yelp.com/biz/el-swell-long-beach-township?adjust_creative=4eucNo6rT7PNhkEzgMEKJQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4eucNo6rT7PNhkEzgMEKJQ,118,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,39.5834389,-74.2262192,13504 Long Beach Blvd,,,Long Beach Township,NJ,08008,$$
44,k8Z2_xvd7jyBnb3DEsSDbQ,The Gables Inn and Restaurant,False,https://www.yelp.com/biz/the-gables-inn-and-restaurant-beach-haven?adjust_creative=4eucNo6rT7PNhkEzgMEKJQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4eucNo6rT7PNhkEzgMEKJQ,118,"[{'alias': 'bedbreakfast', 'title': 'Bed & Breakfast'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4.5,39.56302,-74.23922,212 Centre St,,,Beach Haven,NJ,08008,$$$
45,VC9J1f-93vwEt3foTPE3yA,LA Cabanita,False,https://www.yelp.com/biz/la-cabanita-manahawkin?adjust_creative=4eucNo6rT7PNhkEzgMEKJQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4eucNo6rT7PNhkEzgMEKJQ,13,"[{'alias': 'mexican', 'title': 'Mexican'}]",5.0,39.685382,-74.238567,621 E Bay Ave,,,Manahawkin,NJ,08050,
46,VgU39qFIENC08e_yE75MNw,Surf Taco,False,https://www.yelp.com/biz/surf-taco-ship-bottom?adjust_creative=4eucNo6rT7PNhkEzgMEKJQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4eucNo6rT7PNhkEzgMEKJQ,112,"[{'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",3.0,39.6430700851759,-74.181423,1915 Long Beach Blvd,,,Ship Bottom,NJ,08008,$
47,0SFDq360BzOOOQwfjysKpw,The Tavern at Black Eyed Susans,False,https://www.yelp.com/biz/the-tavern-at-black-eyed-susans-harvey-cedars-2?adjust_creative=4eucNo6rT7PNhkEzgMEKJQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4eucNo6rT7PNhkEzgMEKJQ,1,"[{'alias': 'salad', 'title': 'Salad'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'pizza', 'title': 'Pizza'}]",5.0,39.707154,-74.1341736,7908 Long Beach Blvd,,,Harvey Cedars,NJ,08008,
